name,category,latitude,longitude,url
Pfadfinderzeltplatz Alte Kälberkoppel,campsite house,53.336303734418955,14.038261280910442,http://www.dpsg-grenz.de
Pfadfinderplatz Buchholz,campsite,50.72239667287566,8.984634505034043,http://www.pfadfinderzeltplatz-buchholz.de/
Pfadfinderzeltplatz Mangmühle,campsite,50.06576393980379,10.128377969676434,https://www.dpsg-augsburg.de/haeuser-und-zeltplaetze-2/mangmuehlenzeltplatz/
Pfadfinderzeltplatz Saalau,campsite,51.36304765105975,14.219971298399322,https://wittichenauer-pfadfinder.de/Kontakt.html
Pfadfinderzentrum Donnerskopf,house,50.39622578965713,8.546227493911378,https://donnerskopf.de
Pfadfinderzentrum Drei Gleichen,campsite,50.907812642511374,10.909381456208912,https://www.pfadfinderzentrum.org
Pfadfinderzentrum Kurpfalz,campsite house,49.44360415715694,7.5663801299353235,http://pfadfinderzentrum-kurpfalz.de
Pfadfinderzentrum Leibnitz,campsite house,46.77173624341896,15.537058938648777,https://www.pfadfinderzentrum-leibnitz.at/
Pfadfinderzentrum Neumarkt i.d.OPf.,campsite,49.27292818224656,11.484174640818582,https://zeltplatz-neumarkt.de/
Pfadfinderzentrum Niederösterreich,house,48.30860689959206,16.264724845837616,https://www.noe-pfadfinder.at/landesverbandszentrum/
Pfadfinderzentrum Ostharz,campsite house,51.67349952185046,11.168373613903153,https://www.pzostharz.de/
Pfadfinderzentrum Rothmannsthal,campsite house,50.058745950207594,11.135876197288894,https://www.dpsg-bamberg.de/haeuser/pfadfinderzentrum-rothmannsthal/
Pfadfinderzentrum „Zum Greifenstein“,campsite house,50.69195960809332,11.267119556101745,http://www.herberge-badblankenburg.de
Pfadi-Heim - Pfadfinder*innengruppe Völs,house,47.25178018421264,11.312465384040793,https://pfadivoels.at/unser-heim/
Projekte- und Erlebnisgut Göhlis,campsite,51.30152387457657,13.33819317026205,https://sprungbrett-riesa.de/angebot/campingwiese/
PSG-Bundeskursstätte Ahrhütte,campsite house,50.387947648235105,6.7263712485632805,https://www.ahrhuette.de
Rozšířená Scout Centre,house,50.11944151535681,14.464783841686225,http://www.rozsirena.cz/web/?lang=en_US
Rüstzeitheim Zwönitz,house,50.6129658105292,12.839627531503147,https://www.diakonie-erzgebirge.de/angebote/fuer-kinder-und-jugendliche/ruestzeitheim-zwoenitz
Schildmatt - Ferme Kempf,campsite house,48.084845224575616,7.077587884969409,https://schildmatt.jimdoweb.com
Schloss Dreilützow,campsite house,53.532388398892806,11.117129571416253,https://www.dpsg-hamburg.de/ueber-uns/dioezesanzeltplatz
Schule Beck,campsite house,51.75173098924404,7.036346712704238,https://schule-beck.de/
Schullandheim Johanngeorgenstadt,house,50.43679130446783,12.697664140095792,https://www.schullandheim-sachsen.de/johanngeorgenstadt
Schullandheim Oberjugel,house,50.416448352130345,12.705910020428927,https://www.schullandheim-sachsen.de/oberjugel
Schullandheim und Bungalowdorf Olganitz,house,51.40500335936375,13.091397559116734,https://schullandheim-olganitz.de
Schulungs- und Begegnungsstätte Pützerhof,campsite house,50.88687413407961,7.336320265809653,https://puetzerhof.de/
Scout Camp Austria,campsite house,47.95407357876434,13.500166380155433,http://www.scoutcampaustria.at/
Scout Camp Ransberg,campsite house,59.79096483349498,13.416343246939386,https://ransberg.com/en/
Scout Centre Rotterdam,campsite house,51.92806999084034,4.569079699035205,https://scoutcentrumrotterdam.nl/
Scouts St Sébastien - Wiltz,campsite house,49.966764579376274,5.937907457787197,https://scoutswiltz.lu
Scoutcamp-Bockholm,campsite,54.8395244190008,9.59283938515755,http://scoutcamp-bockholm.de/
Scoutcentrum Blidingsholm,campsite house,56.50759501052932,14.713046812188404,https://blidingsholmscouting.com/
Scoutcentrum Buitenzorg,campsite house,52.21476865459483,5.26502089286933,https://buitenzorg.scouting.nl/
Scoutcentrum het Naaldenveld,campsite,52.360406781373406,4.571741880928106,https://naaldenveld.scouting.nl/
Scoutcentrum Zeeland,campsite house,51.53653620283018,3.6790313138849027,https://scoutcentrumzeeland.nl
Scoutingkampeerterrein St. Walrick,campsite,51.78410965537627,5.7969258835395525,https://www.stwalrick.nl/de/
Scoutinglandgoed Zeewolde,campsite house,52.2840342519539,5.524107197944184,https://scoutinglandgoed.nl/de/
Skautų slėnis,campsite,55.14645224818496,24.680203542760438,https://skautuslenis.lt
Spejdergården Tydal,campsite house,54.63030615007969,9.388465073743182,https://tydal.dk/
St. Georgshaus - DPSG Brilon,house,51.30399041729467,8.505091672178189,https://www.dpsg-brilon.de/assinghausen.php
St. Nikolaus Jugendstätte Rursee,house,50.654852252887224,6.43096118563417,https://www.nikolaus-rursee.de/
Stevninghus Spejdercenter,campsite house,54.954600163306175,9.424436861441636,https://stevninghus.bookhus.dk/
Tagungs- und Seminarhaus D5,house,51.36920993467112,12.732130800056106,https://www.ndk-wurzen.de/unser-haus/tagungs-und-seminarhaus/
TECHUANA International Scout and Guide Center,campsite house,46.57961146006624,13.96846387493923,https://www.techuana.at/
Tiroler Pfadfinderzentrum Igls,campsite house,47.22286194934207,11.431749327274074,https://www.pfadfinder-tirol.at/tpz/
Trevæld spejdercenter,campsite house,56.42620980546682,8.939999122101261,http://www.trevaeld.dk/
Úlfljótsvatn Scout and adventure Centre,campsite house,64.0963074912412,-21.04843846154826,https://ulfljotsvatn.is/en/
Vässarö Scout Center,campsite,60.256156686357684,18.69405952660658,http://vassaro.se/camp-information/
VCP Bundeszeltplatz Großzerlang,campsite,53.19804900455241,12.949318805960466,https://www.vcp-bundeszeltplatz.de
Volkertswarft,campsite house,54.57266788731781,8.520700513986217,https://www.ferienwarft.de/
Waldcamping Thalheim,campsite,50.709162680807296,12.844646191430915,https://www.waldcamping-thalheim.de
Waldhaus Dubro,house,51.76258087593899,13.301289507289562,https://waldhaus-dubro.eu
Waldjugendzeltplatz Am Schafberg,campsite,49.17925731418868,7.743296354306666,https://www.wald.rlp.de/forstamt-hinterweidenthal/angebote/waldjugendzeltplatz-am-schafberg
Waldjugendzeltplatz Hahnbrunnenwiese,campsite,48.579704874357695,8.319554169782938,https://www.forstbw.de/erleben-lernen/abenteuer/waldjugendzeltplaetze/waldjugendzeltplaetze-in-baden-wuerttemberg/#c5056
Waldschule Helenenschacht - Lagerplatz Ritzing ,campsite house,47.64241766570643,16.475572454698085,http://www.lagerplatz-ritzing.at
Wanderquartier Eschdorf,house,51.03506458827148,13.941534821034221,https://www.wanderquartier-eschdorf.de
Wasserschloss Oberau,house,51.18481088112393,13.554452133643155,http://www.openhouses.de/SeminarhaeuserUndGruppenunterkuenfte/SeminarhausSchlossOberau
Wasserschloss Wülmersen,campsite house,51.6075489054804,9.429223217741912,https://www.wasserschloss-wuelmersen.de/
Werratalsee Naturcamp,campsite house,51.1915741157793,10.094890594508371,https://www.werratalsee-naturcamp.de
Witzy Camp,campsite,47.272634,9.535240,https://pfadi-feldkirch.com/
Zelena Scout Centre,house,50.10727208704129,14.392456686886224,http://www.klubovna-zelena.cz/uvod-kopie-en/
Zeltlagerplatz Matschatsch,campsite,46.43929137700543,11.233970501944167,https://landesverband.pfadfinder.bz/zeltlagerplatz-matschatsch/
Zeltlagerplatz Naturns,campsite,46.63931159979493,11.000200205379285,https://naturns.pfadfinder.bz/zeltlagerplatz-naturns/
Zeltplatz Friedensau,campsite house,52.215249951110195,11.987549182946058,https://zeltplatz-friedensau.de/
Zeltplatz Stellberg,campsite,50.54091642674993,9.87625056086336,https://www.hofbieber-tourismus.de/gruppenunterkuenfte
Zeltplatz Tönebön-Camp,campsite,52.08884606248826,9.381971479869181,https://www.toeneboencamp-hameln.de/
Zeltplatz „Zur Erleninsel“,campsite,51.844318994782654,14.096386662875489,http://www.erleninsel.de
Zeltwiese Löbejün,campsite,51.627496118430926,11.897172354470047,https://www.zeltwiese-loebejuen.de
Zentrum Pfadfinden Immenhausen,campsite house,51.438446054190265,9.510052328990707,https://zentrum.pfadfinden.de/
